title,director,cast,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,rating_tier,year_added,month_added,movie_age
Joe,David Gordon Green,"Nicolas Cage, Tye Sheridan, Ronnie Gene Blevins, Sue Rock, Heather Kafka",United States of America,4/11/2014,2014,6.5,Drama,en,15.214,945,6.5,4000000,2431443,Average,2014,April,11
The Salvation,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Mikael Persbrandt, Éric Cantona","Belgium, Brazil, Denmark, Norway, South Africa, Sweden, United Kingdom",5/22/2014,2014,6.486,"Drama, Western",da,15.204,869,6.486,10500000,1363964,Average,2014,May,11
Seal Team Eight: Behind Enemy Lines,Roel Reiné,"Tom Sizemore, Langley Kirkwood, Bonnie Lee Bouman, Leroy Gopal, Lex Shrapnel","South Africa, United States of America",5/23/2014,2014,6.1,"Action, War, Drama",en,15.193,156,6.1,3000000,,Average,2014,May,11
Adult World,Scott Coffey,"Emma Roberts, Evan Peters, John Cusack, Armando Riesco, Shannon Woodward",United States of America,2/14/2014,2014,6,Comedy,en,15.049,371,6,,,Average,2014,February,11
"Recently, My Sister is Unusual","Iggy Coen, Yuki Aoyama","Tenka Hashimoto, Yūkichi Kobayashi, Mayu Mitsui, Mika Yano, Kazue Akita",Japan,5/17/2014,2014,7,"Comedy, Fantasy, Romance",ja,15.048,65,7,,,Good,2014,May,11
Vampire Academy,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Dominic Sherwood",United States of America,2/7/2014,2014,6.3,"Comedy, Action, Fantasy",en,15.048,1754,6.3,30000000,15391979,Average,2014,February,11
I Origins,Mike Cahill,"Michael Pitt, Brit Marling, Astrid Bergès-Frisbey, Steven Yeun, Archie Panjabi",United States of America,7/18/2014,2014,7.581,"Science Fiction, Drama",en,15.042,3246,7.581,1000000,481234,Good,2014,July,11
A Girl at My Door,July Jung,"Bae Doona, Kim Sae-ron, Song Sae-byuk, Kim Jin-goo, Son Jong-hak",South Korea,5/22/2014,2014,6.9,Drama,ko,14.905,171,6.9,300000,,Good,2014,May,11
The Possession of Michael King,David Jung,"Shane Johnson, Ella Anderson, Cara Pifko, Julie McNiven, Tomas Arana",United States of America,8/14/2014,2014,6.1,Horror,en,14.856,394,6.1,,2405143,Average,2014,August,11
Tammy,Ben Falcone,"Melissa McCarthy, Susan Sarandon, Kathy Bates, Mark Duplass, Gary Cole",United States of America,7/2/2014,2014,5.3,Comedy,en,14.844,1221,5.3,20000000,100500000,Average,2014,July,11
Kristy,Olly Blackburn,"Haley Bennett, Ashley Greene, Lucas Till, Chris Coy, Mike Seal",United States of America,8/7/2014,2014,6,"Thriller, Horror",en,14.79,417,6,6900000,,Average,2014,August,11
Kung Fu Jungle,Teddy Chan Tak-Sum,"Donnie Yen Chi-Tan, Charlie Yeung Choi-Nei, Wang Baoqiang, Michelle Bai, Deep Ng Ho-Hong","China, Hong Kong",10/31/2014,2014,6.8,"Action, Thriller, Crime, Adventure",zh,14.787,461,6.8,25000000,129115,Good,2014,October,11
Kaththi,A.R. Murugadoss,"Vijay, Samantha Ruth Prabhu, Sathish, Neil Nitin Mukesh, Tota Roy Chowdhury",India,10/22/2014,2014,7.052,"Action, Drama",ta,14.78,97,7.052,1600000,,Good,2014,October,11
GirlHouse,"Trevor Matthews, Jon Knautz","Ali Cobrin, Erin Agostino, James Thomas, Alice Hunter, Alyson Bath",Canada,10/16/2014,2014,6,"Horror, Thriller",en,14.71,298,6,3150000,,Average,2014,October,11
The Homesman,Tommy Lee Jones,"Hilary Swank, Tommy Lee Jones, Grace Gummer, Miranda Otto, Sonja Richter","United States of America, France",5/18/2014,2014,6.5,"Western, Drama",en,14.708,797,6.5,16000000,3442853,Average,2014,May,11
Walking on Sunshine,"Max Giwa, Dania Pasquini","Annabel Scholey, Hannah Arterton, Kumud Pant, Giulio Berruti, Greg Wise",United Kingdom,6/19/2014,2014,6.2,"Comedy, Romance",en,14.659,247,6.2,,,Average,2014,June,11
Doraemon: New Nobita's Great Demon - Peko and the Exploration Party of Five,Shinnosuke Yakuwa,"Wasabi Mizuta, Megumi Oohara, Yumi Kakazu, Subaru Kimura, Tomokazu Seki",Japan,3/8/2014,2014,6.2,"Family, Animation, Adventure, Fantasy, Comedy, Science Fiction",ja,14.629,117,6.2,,35900000,Average,2014,March,11
The Single Moms Club,Tyler Perry,"Nia Long, Amy Smart, Wendi McLendon-Covey, Cocoa Brown, Zulay Henao",United States of America,3/14/2014,2014,6,"Drama, Comedy",en,14.622,166,6,8000000,16365451,Average,2014,March,11
Open Windows,Nacho Vigalondo,"Elijah Wood, Sasha Grey, Neil Maskell, Iván González, Jaime Olías","France, United States of America, Spain",7/4/2014,2014,5.1,"Thriller, Action, Crime",en,14.616,443,5.1,4000000,100000,Average,2014,July,11
Veronica Mars,Rob Thomas,"Kristen Bell, Jason Dohring, Enrico Colantoni, Christopher Lowell, Percy Daggs III",United States of America,3/13/2014,2014,6.623,"Crime, Drama, Comedy",en,14.607,1077,6.623,6000000,3500000,Good,2014,March,11
Main Tera Hero,David Dhawan,"Varun Dhawan, Ileana D'Cruz, Nargis Fakhri, Anupam Kher, Rajpal Yadav",India,4/4/2014,2014,5.5,"Romance, Comedy",hi,14.605,154,5.5,,,Average,2014,April,11
My Little Pony: Equestria Girls - Rainbow Rocks,"Jayson Thiessen, Ishi Rudell","Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck","Canada, United States of America",9/27/2014,2014,8,"Family, Animation, Music",en,14.593,179,8,,360736,Good,2014,September,11
Cold in July,Jim Mickle,"Michael C. Hall, Don Johnson, Sam Shepard, Vinessa Shaw, Nick Damici","France, United States of America",5/23/2014,2014,6.556,"Drama, Thriller",en,14.589,744,6.556,,427418,Good,2014,May,11
Foxcatcher,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Sienna Miller, Vanessa Redgrave",United States of America,11/14/2014,2014,6.653,"Drama, Thriller",en,14.539,2320,6.653,24000000,12096300,Good,2014,November,11
The Connection,Cédric Jimenez,"Jean Dujardin, Gilles Lellouche, Céline Sallette, Mélanie Doutey, Benoît Magimel","Belgium, France",12/3/2014,2014,7.117,"Thriller, Crime, Action",fr,14.494,866,7.117,26000000,,Good,2014,December,11
Two Night Stand,Max Nichols,"Lio Tipton, Miles Teller, Jessica Szohr, Kid Cudi, Berto Colon",United States of America,9/26/2014,2014,6.4,"Romance, Comedy",en,14.491,1848,6.4,1645000,868081,Average,2014,September,11
Cloud 9,Paul Hoen,"Luke Benward, Dove Cameron, Mike C. Manning, Kiersey Clemons, Amy Farrington",United States of America,1/17/2014,2014,6.9,"Action, Drama, Romance, Family, TV Movie",en,14.487,525,6.9,,,Good,2014,January,11
"Two Days, One Night","Jean-Pierre Dardenne, Luc Dardenne","Marion Cotillard, Fabrizio Rongione, Catherine Salée, Pili Groyne, Baptiste Sornin","Belgium, France, Italy",5/21/2014,2014,6.9,Drama,fr,14.465,943,6.9,7000000,9016922,Good,2014,May,11
V/H/S: Viral,"Nacho Vigalondo, Marcel Sarmiento, Gregg Bishop, Justin Benson, Aaron Moorhead, Todd Lincoln","Patrick Lawrie, Emilia Ares, Celia K. Milius, Steve Berens, Garrett Bales","Spain, United States of America",11/21/2014,2014,4.8,"Horror, Thriller",en,14.446,621,4.8,,2756,Poor,2014,November,11
The Pyramid,Grégory Levasseur,"Ashley Grace, Denis O'Hare, James Buckley, Amir K, Christa Nicola",United States of America,12/4/2014,2014,5.306,Horror,en,14.432,1068,5.306,6500000,16861137,Average,2014,December,11
Henry Danger: The Danger Begins,Steve Hoefer,"Jace Norman, Cooper Barnes, Riele Downs, Sean Ryan Fox, Ella Anderson",United States of America,7/26/2014,2014,8,"Comedy, Action",en,14.347,10,8,,,Good,2014,July,11
The Voices,Marjane Satrapi,"Ryan Reynolds, Gemma Arterton, Anna Kendrick, Jacki Weaver, Ella Smith","Germany, United States of America",1/19/2014,2014,6.2,"Comedy, Crime, Horror, Fantasy",en,14.346,1789,6.2,,,Average,2014,January,11
The Legend of the Guanajuato Mummies,Alberto Rodríguez,"Benny Emmanuel, Mayté Cordero, Eduardo España, Rafael Inclán, Andrés Couturier",Mexico,10/30/2014,2014,7.993,"Animation, Horror, Adventure, Comedy, Family",es,14.34,145,7.993,1300000,6300000,Good,2014,October,11
Cooties,"Cary Murnion, Jonathan Milott","Elijah Wood, Alison Pill, Rainn Wilson, Jack McBrayer, Nasim Pedrad",United States of America,10/10/2014,2014,5.9,"Comedy, Horror",en,14.315,752,5.9,,581011,Average,2014,October,11
Skin Trade,Ekachai Uekrongtham,"Dolph Lundgren, Tony Jaa, Ron Perlman, Celina Jade, Michael Jai White","Canada, Thailand, United States of America",11/7/2014,2014,6.1,"Thriller, Action, Drama, Crime",en,14.307,274,6.1,10000000,,Average,2014,November,11
Where Hope Grows,Chris Dowling,"Danica McKellar, William Zabka, Kerr Smith, McKaley Miller, Kristoffer Polaha",United States of America,4/6/2014,2014,6.8,Drama,en,14.286,88,6.8,,1156000,Good,2014,April,11
Deliha,Hakan Algül,"Gupse Özay, Derya Alabora, Esin Eden, Cihan Ercan, Barış Arduç",Turkey,11/13/2014,2014,5.1,"Family, Comedy, Romance",tr,14.27,78,5.1,,,Average,2014,November,11
Get on Up,Tate Taylor,"Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis, Lennie James",United States of America,8/1/2014,2014,6.763,"Drama, Music, History",en,14.26,527,6.763,30000000,33448971,Good,2014,August,11
The Bélier Family,Eric Lartigau,"Louane Emera, Karin Viard, François Damiens, Eric Elmosnino, Roxane Duran",France,12/17/2014,2014,6.933,"Comedy, Music, Drama",fr,14.212,2374,6.933,11000000,72775689,Good,2014,December,11
Monsters: Dark Continent,Tom Green,"Johnny Harris, Sam Keeley, Joe Dempsie, Kyle Soller, Nicholas Pinnock",United Kingdom,10/9/2014,2014,4.762,"Thriller, Drama, Science Fiction",en,14.199,363,4.762,,306004,Poor,2014,October,11
American Heist,Sarik Andreasyan,"Hayden Christensen, Adrien Brody, Jordana Brewster, Akon, Tory Kittles","Canada, Luxembourg",9/11/2014,2014,4.8,Action,en,14.181,347,4.8,10000000,,Poor,2014,September,11
Eden,Mia Hansen-Løve,"Félix de Givry, Pauline Étienne, Vincent Macaigne, Hugo Conzelmann, Zita Hanrot",France,11/19/2014,2014,5.733,"Drama, Music",en,14.162,131,5.733,,65460,Average,2014,November,11
The Anomaly,Noel Clarke,"Noel Clarke, Ian Somerhalder, Kumud Pant, Alexis Knapp, Victoria Broom",United Kingdom,6/19/2014,2014,4.9,"Thriller, Action, Science Fiction",en,14.136,329,4.9,,,Poor,2014,June,11
Rampage: Capital Punishment,Uwe Boll,"Brendan Fletcher, Lochlyn Munro, Mike Dopud, Michaela Mann, Bruce Blain","Canada, Germany",7/19/2014,2014,5.952,"Action, Crime, Thriller",en,14.132,231,5.952,,,Average,2014,July,11
Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla","Mathias Malzieu, Olivia Ruiz, Grand Corps Malade, Jean Rochefort, Emily Loizeau","Belgium, France",2/5/2014,2014,7.2,"Animation, Romance, Adventure, Drama, Fantasy",fr,14.118,717,7.2,33746302,3484370,Good,2014,February,11
Dying of the Light,Paul Schrader,"Nicolas Cage, Anton Yelchin, Alexander Karim, Irène Jacob, Aymen Hamdouchi","Bahamas, United States of America",12/4/2014,2014,4.7,"Thriller, Drama",en,14.104,324,4.7,15000000,,Poor,2014,December,11
Every Secret Thing,Amy J. Berg,"Diane Lane, Elizabeth Banks, Dakota Fanning, Danielle Macdonald, Nate Parker",United States of America,4/20/2014,2014,6.1,"Thriller, Crime, Mystery",en,14.076,335,6.1,,103536,Average,2014,April,11
Zodiac,W.D. Hogan,"Joel Gretsch, Aaron Douglas, Reilly Dolman, Emily Holmes, Andrea Brooks",Canada,8/16/2014,2014,3.9,"Science Fiction, TV Movie",en,14.073,92,3.9,,,Poor,2014,August,11
The Dark Valley,Andreas Prochaska,"Sam Riley, Tobias Moretti, Paula Beer, Thomas Schubert, Carmen Gratl","Austria, Germany",2/13/2014,2014,7.1,"Drama, Thriller",de,14.073,386,7.1,6875270,,Good,2014,February,11
Wolves,David Hayter,"Lucas Till, Jason Momoa, John Pyper-Ferguson, Stephen McHattie, Merritt Patterson","Canada, France",8/28/2014,2014,5.902,"Horror, Action",en,14.069,302,5.902,18000000,,Average,2014,August,11
Cowspiracy: The Sustainability Secret,"Keegan Kuhn, Kip Andersen",Kip Andersen,United States of America,7/1/2014,2014,7.7,Documentary,en,14.03,490,7.7,117,,Good,2014,July,11
Walk of Shame,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright, Ethan Suplee",United States of America,5/2/2014,2014,5.968,Comedy,en,14.014,1436,5.968,6000000,8100000,Average,2014,May,11
The Skeleton Twins,Craig Johnson,"Bill Hader, Kristen Wiig, Luke Wilson, Ty Burrell, Boyd Holbrook",United States of America,6/5/2014,2014,6.6,Drama,en,13.987,640,6.6,1000000,5300000,Good,2014,June,11
In Your Eyes,Brin Hill,"Zoe Kazan, Michael Stahl-David, Nikki Reed, Jennifer Grey, Mark Feuerstein",United States of America,4/20/2014,2014,7.143,"Drama, Romance, Science Fiction",en,13.952,691,7.143,1000000,,Good,2014,April,11
Zombeavers,Jordan Rubin,"Rachel Melvin, Cortney Palm, Lexi Atkins, Hutch Dano, Jake Weary",United States of America,10/20/2014,2014,4.932,"Horror, Action, Comedy",en,13.949,711,4.932,,14947,Poor,2014,October,11
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,"Holger Andersson, Nisse Vestblom, Viktor Gyllenberg, Lotti Törnros, Jonas Gerholm","France, Germany, Norway, Sweden",10/24/2014,2014,6.859,"Drama, Comedy",sv,13.884,456,6.859,,1472431,Good,2014,October,11
Dead Snow 2: Red vs. Dead,Tommy Wirkola,"Vegar Hoel, Ørjan Gamst, Jocelyn DeBoer, Martin Starr, Ingrid Haas","Iceland, Norway, United Kingdom, United States of America",2/12/2014,2014,6.5,"Horror, Action, Comedy",no,13.856,638,6.5,,37473,Average,2014,February,11
Spanish Affair,Emilio Martínez Lázaro,"Clara Lago, Dani Rovira, Karra Elejalde, Carmen Machi, Alberto López",Spain,3/14/2014,2014,6.6,"Comedy, Romance, Family",es,13.845,637,6.6,3000000,78768613,Good,2014,March,11
Big Eyes,Tim Burton,"Amy Adams, Christoph Waltz, Danny Huston, Jon Polito, Krysten Ritter",United States of America,12/24/2014,2014,6.982,Drama,en,13.783,3491,6.982,10000000,28900000,Good,2014,December,11
When the Game Stands Tall,Thomas Carter,"Jim Caviezel, Michael Chiklis, Laura Dern, Clancy Brown, Ser'Darius Blain",United States of America,8/22/2014,2014,6.666,Drama,en,13.78,356,6.666,15000000,30127963,Good,2014,August,11
Infinitely Polar Bear,Maya Forbes,"Mark Ruffalo, Zoe Saldaña, Imogene Wolodarsky, Ashley Aufderheide, Wallace Wolodarsky",United States of America,1/18/2014,2014,6.6,"Drama, Comedy",en,13.756,372,6.6,6700000,1430655,Good,2014,January,11
Sharknado 2: The Second One,Anthony C. Ferrante,"Ian Ziering, Vivica A. Fox, Tara Reid, Judd Hirsch, Courtney Baxter",United States of America,7/31/2014,2014,4.555,"Thriller, Science Fiction, TV Movie",en,13.746,658,4.555,,,Poor,2014,July,11
Maya the Bee Movie,Alexs Stadermann,"Coco Jack Gillies, Kodi Smit-McPhee, Richard Roxburgh, Noah Taylor, Justine Clarke","Germany, Australia",9/11/2014,2014,6.2,"Family, Animation",en,13.694,175,6.2,,,Average,2014,September,11
Grace,Jeff Chan,"Alexia Fast, Joel David Moore, Lin Shaye, Alexis Knapp, Brett Dier","Canada, United States of America",10/28/2014,2014,4.9,"Thriller, Horror",en,13.686,218,4.9,,,Poor,2014,October,11
Kill the Messenger,Michael Cuesta,"Jeremy Renner, Mary Elizabeth Winstead, Michael Sheen, Ray Liotta, Robert Patrick",United States of America,10/9/2014,2014,6.612,"Crime, Drama, Mystery, Thriller, History",en,13.676,851,6.612,5000000,5200000,Good,2014,October,11
The Little Rascals Save the Day,Alex Zamm,"Jet Jurgensmeyer, Drew Justice, Jenna Ortega, Connor Berry, Camden Gray",United States of America,3/25/2014,2014,6.2,Comedy,en,13.63,106,6.2,8000000,,Average,2014,March,11
Affair,"Kim Min-joon-I, Kim In-gyoo","Hwang Bo-wook, Yoo Ra-seong, Kim Bo-ri, Kim Neul-me, Jo Eun-seo",South Korea,7/24/2014,2014,4.4,"Romance, Drama",ko,13.619,5,4.4,,,Poor,2014,July,11
Big Driver,Mikael Salomon,"Maria Bello, Ann Dowd, Will Harris, Joan Jett, Olympia Dukakis",United States of America,10/18/2014,2014,5.7,"Crime, Mystery, Thriller, TV Movie",en,13.596,207,5.7,,,Average,2014,October,11
Frank,Lenny Abrahamson,"Domhnall Gleeson, Maggie Gyllenhaal, Scoot McNairy, Michael Fassbender, François Civil","Ireland, United Kingdom",5/9/2014,2014,6.9,"Comedy, Drama, Mystery",en,13.596,1622,6.9,1000000,1897363,Good,2014,May,11
Mortadelo and Filemon: Mission Implausible,Javier Fesser,"Karra Elejalde, Janfri Topera, Gabriel Chame Buendía, Ramón Langa, Mariano Venancio",Spain,8/30/2014,2014,6.6,"Comedy, Animation, Adventure",es,13.585,169,6.6,10000000,,Good,2014,August,11
Good People,Henrik Ruben Genz,"James Franco, Kate Hudson, Anna Friel, Omar Sy, Tom Wilkinson","Denmark, Sweden, United Kingdom, United States of America",8/12/2014,2014,5.5,"Thriller, Crime, Action",en,13.555,461,5.5,,1857574,Average,2014,August,11
My Summer in Provence,Roselyne Bosch,"Jean Reno, Lukas Pelissier, Hugo Dessioux, Chloé Jouannet, Anna Galiena",France,4/2/2014,2014,6.31,"Comedy, Drama",fr,13.537,300,6.31,,4519865,Average,2014,April,11
The Double,Richard Ayoade,"Jesse Eisenberg, Mia Wasikowska, Wallace Shawn, Yasmin Paige, Noah Taylor",United Kingdom,4/3/2014,2014,6.5,"Thriller, Drama",en,13.471,997,6.5,,200000,Average,2014,April,11
The Taking of Tiger Mountain,Tsui Hark,"Zhang Hanyu, Tony Leung Ka-Fai, Tong Liya, Lin Gengxin, Yu Nan","China, Hong Kong",12/24/2014,2014,6.5,"Thriller, War, Adventure",zh,13.468,181,6.5,,141654055,Average,2014,December,11
The Absent One,Mikkel Nørgaard,"Nikolaj Lie Kaas, Fares Fares, Pilou Asbæk, David Dencik, Danica Ćurčić","Denmark, Germany, Norway, Sweden",10/2/2014,2014,7,Thriller,da,13.436,633,7,5800000,11500000,Good,2014,October,11
Marshland,Alberto Rodríguez,"Raúl Arévalo, Javier Gutiérrez, Antonio de la Torre, Nerea Barros, Salva Reina",Spain,9/25/2014,2014,7.041,"Crime, Mystery, Thriller",es,13.423,966,7.041,4000000,5169755,Good,2014,September,11
Robot Overlords,Jon Wright,"Ben Kingsley, Gillian Anderson, Callan McAuliffe, Ella Hunt, Milo Parker",United Kingdom,10/18/2014,2014,4.8,"Science Fiction, Adventure, Action",en,13.42,258,4.8,21000000,,Poor,2014,October,11
Bad Country,Chris Brinker,"Matt Dillon, Willem Dafoe, Neal McDonough, Amy Smart, Christopher Rodriguez Marquette",United States of America,9/26/2014,2014,5.521,"Drama, Action, Crime",en,13.386,194,5.521,,,Average,2014,September,11
Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson","United Kingdom, United States of America",3/20/2014,2014,6.3,"Comedy, Adventure, Crime, Family",en,13.366,837,6.3,50000000,80400000,Average,2014,March,11
Extinction,Adam Spinks,"Ben Loyd-Holmes, Sarah Mac, Neil Newbon, Daniel Caren, Emma Lillie Lees",United Kingdom,8/24/2014,2014,3.9,"Thriller, Adventure",en,13.344,46,3.9,3400000,,Poor,2014,August,11
Zombie Fight Club,Joe Chien Jen-Hao,"Andy On Chi-Kit, Jessica Cambensy, Jack Kao, Michael Wong, Terence Yin Chi-Wai",Taiwan,10/23/2014,2014,5.6,"Action, Horror",zh,13.318,115,5.6,,,Average,2014,October,11
Exists,Eduardo Sánchez,"Denise Williamson, Samuel Davis, Roger Edwards, Chris Osborn, Dora Madison",United States of America,3/17/2014,2014,5.461,Horror,en,13.309,337,5.461,,,Average,2014,March,11
Maps to the Stars,David Cronenberg,"Julianne Moore, Mia Wasikowska, John Cusack, Evan Bird, Robert Pattinson","Canada, United States of America, France, Germany",5/21/2014,2014,6.185,Drama,en,13.29,1080,6.185,15000000,4510000,Average,2014,May,11
The Disappearance of Eleanor Rigby: Them,Ned Benson,"Jessica Chastain, James McAvoy, Bill Hader, Viola Davis, Isabelle Huppert",United States of America,5/14/2014,2014,6.2,Drama,en,13.268,293,6.2,3000000,1448076,Average,2014,May,11
The Bag Man,David Grovic,"John Cusack, Rebecca Da Costa, Robert De Niro, Crispin Glover, Dominic Purcell","United States of America, Bahamas",2/28/2014,2014,5.308,"Crime, Drama, Thriller",en,13.261,351,5.308,,56574,Average,2014,February,11
The Love Punch,Joel Hopkins,"Emma Thompson, Pierce Brosnan, Celia Imrie, Timothy Spall, Louise Bourgoin","United Kingdom, France",1/13/2014,2014,6.018,"Comedy, Romance, Drama",en,13.234,440,6.018,,,Average,2014,January,11
How to Build a Better Boy,Paul Hoen,"China Anne McClain, Kelli Berglund, Marshall Williams, Matt Shively, Ashley Argota",United States of America,11/18/2014,2014,6.4,"Family, Science Fiction, TV Movie",en,13.23,395,6.4,,,Average,2014,November,11
Batman: Assault on Arkham,"Ethan Spaulding, Jay Oliva","Kevin Conroy, Neal McDonough, Hynden Walch, Matthew Gray Gubler, Troy Baker",United States of America,8/12/2014,2014,7.322,"Thriller, Animation, Action, Crime",en,13.153,1130,7.322,,4571025,Good,2014,August,11
Boarding House,Gyeong Seok-Ho,"Kwon Ki-ha, Jang Ha-ram, Yang Geun-seok, Han Chae-min, Bae Mi-ra",South Korea,2/25/2014,2014,4.5,Romance,ko,13.143,4,4.5,,,Poor,2014,February,11
